,Rating,Title,Pro,Con,Job Title,Status,Region,Date
0,3.0,Amazon,Holliday pay and overtime pay,"Management sucks, work on holidays",Warehouse Associate,Former Employe,"Memphis, TN","Jan 23, 2023"
1,4.0,NICE,"Positive team culture, Embraced remote work is Friendly for new grad.",A lot to learn in a short amount of time. The amount of work that SDE need to do is depend on the team.,Software Development Engineer (SDE),Current Employee,,"Jan 5, 2023"
2,3.0,So-So,Co-Workers are the reason to stay,The favoritism is real and they don't try to even hide it anymore,Warehouse Fullfilment Associate,Current Employee,"Las Vegas, NV","Jan 17, 2023"
3,5.0,Good pay,Good pay Doing the same thing everyday Easy to learn,Heavy packages Gets a little boring,Warehouse Associate,Former Employe,,"Jan 17, 2023"
4,3.0,Blah,"Benefits, UPT, Shift Swapping & PTO.",Your hourly pay gets capped unless promoted.,Warehouse Associate,Current Employee,,"Jan 17, 2023"
5,2.0,pay,its an okay job and decent benefits,long hours and a lot of micromanagement,Warehouse Associate,Former Employe,"Miami, FL","Jan 21, 2023"
6,5.0,NA,"Great ppl, great team, good culture.",long hours during busy season,Recruiting Coordinator,Former Employe,"West Seattle, WA","Jan 21, 2023"
7,5.0,Great culture,"There is a lot of transparency into what each level is trying to achieve and you are supported all along the way to reach those goals. Their culture and leadership principles are lived by each Amazonian you meet and psychological safety is ranked high on their values. The people I work with are knowledgeable and are willing to admit when they don't know an answer and you're encouraged to make mistakes to learn and grow. Overall, I've felt very supported and seen at work and feel comfortable coming to my management with any issues myself or the team is struggling with.","Time management, boundaries, and prioritization is crucial here, you can easily fill your calendar by not saying ""no"".",Inside Account Manager,Current Employee,,"Oct 17, 2022"
8,3.0,Prime Now,Easy work environment Flexible schedule Self directed,Chaotic at times especially during the holiday season.,In Store Shopper,Former Employe,,"Jan 19, 2023"
9,4.0,Management,"Great flexibility, and ability to pick up extra shifts",Overworked and poor management from companies,Dispatcher,Former Employe,"Boston, MA","Jan 19, 2023"
10,5.0,Amazon soft center associate,Amazon is great company to work for all about safety and getting the job done right,Flex scheduling can cause hour shortages,Amazon Associate Tier I,Current Employe,,"Dec 16, 2022"
11,5.0,great place to work,Excellent training Good benefits Great Culture Possibility of propose new ideas,Employee association until 3 months.,WFM,Current Employe,,"Dec 20, 2022"
12,2.0,Cut throat culture,- good benefits - good salary - relatively good stock options - cool tech,"- work culture is horrible. Not allowed to ask questions and you are rated and compared against your peers in the same org - product development moves really slowly because so many teams and people involved - as a software engineer, spent most of my time writing one liners or reading docs",Software Engineer,Former Employe,,"Jan 8, 2023"
13,3.0,Never again,Flexible hours and the benefits and the pto,Quota is outrageous I can’t get with that,Order Picker,Former Employee,"Dallas, TX","Feb 9, 2023"
14,3.0,Great place to work,*easy brainless money *competitive pay *nice benefits,*sometimes boring *severe micromanaging can take place,Warehouse Associate,Current Employee,"Mira Loma, CA","Jan 30, 2023"
15,5.0,Great place to start a career,"Great learning opportunities from working on different projects in the team. A team does not deal with one single technology, rather deals with multiple tech for different modules which helps for new learnings and exciting workplace","A free/low cost cafeteria would be good in the offices if the employee is trying to work from office, he/she shouldn't have to worry about spending too much on meals. Heard about tedious tasks as experience builds in Amazon, leading to no work life balance, still haven't yet qualified/experienced to make that statement but it's heard a lot about Amazon work life.",Software Development Engineer,Current Employee,"Seattle, WA","Sep 27, 2022"
16,5.0,Easrth's Best Employer,"When I started at Amazon I wasn't sure if they would be able to live up to the hype of being Earth's best employer. Now that I have been here a while I can see that they take special care to ensure their employees feel as valued and appreciated as their customers. My team is amazing, and everyone I have dealt with along the way outside of my team is always pleasant and kind. I am grateful for this opportunity and so happy they really are Earth's best employer!","So far, there hasn't been anything I feel would be considered a con.",Executive Assistant,Current Employee,,"Oct 13, 2022"
17,3.0,"High Workload, Low Supervision",Low supervision Freedom to do the route as you choose Get to listen to music and podcasts Total of an hour of break time during the shift,"Physically demanding, High workload (200+ delivery stops per day) The app system isn't the best, has to call support a lot Dangerous conditions (dog bites, bad driving conditions, vans damaged) Pay is lowest out of FedEx, UPS, USPS High turnover rate",Delivery Driver,Former Employee,"Austin, TX","Jan 5, 2023"
18,2.0,Reality,Stocks if you stay for 4 years,Unable to spend time with family. Terrible work/life balance. You go in thinking they are 10 hour shifts. I was doing 12 hour night shifts. Honestly they don’t pay enough for how overworked they keep the Area Managers. Good positions are L5 and above.,Area Manager,Current Employee,"Phoenix, AZ","Jan 17, 2023"
19,5.0,Great Interview and Onboarding Process!!,I knew if I was going to be offered a position within 5 days after my Loop Interview.I also knew whether or not I was going to move to a Loop interview within 2 days after my Phone Screens. Amazon also has a clear cut Onboarding and Training process that provided the best training I ever had out of all the companies I've worked for.,Very large company so at times it can feel overwhelming.,Senior Sourcing Recruiter,Current Employee,"Dallas, TX","Sep 28, 2022"
20,5.0,Great Place,Learned more in the past 6 years than i could've learned anywhere else over 15 years.,Economic super-cyclical will make the future shaky.,Supply Chain Manager,Current Employee,"Seattle, WA","Jan 12, 2023"
21,4.0,Good job,Very flexible hours and a simple job,sometimes the work load is too much and expectations are unrealistic,Warehouse Worker,Current Employee,"Lawrenceville, GA","Jan 12, 2023"
22,4.0,Order Picker,"Overtime and bonus pay, and the ability to pick up additional schedules on your own.","Work is too repetitive, not enough social interaction with other employees, and no one to answer your questions as a new employee. Poor training.",Order Picker,Current Employee,,"Jan 1, 2023"
23,3.0,Okay company,Chill place to work and easy to get a job,Very little time off and no flexibility with that,Anonymous Employee,Current Employe,,"Jan 16, 2023"
24,3.0,easy sometimes,money good and easy work,spend so much time sometimes,Transportation Specialist,Current Employe,"Baltimore, MD","Jan 22, 2023"
25,4.0,Hard work,Lots of physical labor if you like that kinda stuff,Holiday time off is poor,Sorter,Former Employe,"Coppell, TX","Jan 18, 2023"
26,5.0,Picker,"Four day work week, 10 hours a day.","Not enough pay, need a third break.",Warehouse Operative/Picker,Current Employee,"Burlington, NJ","Jan 18, 2023"
27,5.0,Amazing Culture,"Amazing culture and management, no micromanagement at all",No cons i can think of.,Recruiter,Former Employe,,"Jan 18, 2023"
28,5.0,good,good working with them at large,i have no complains in this matter,Administrative Assistant,Former Employee,"Hollywood, Los Angeles","Jan 19, 2023"
