,Rating,Title,Pro,Con,Job Title,Status,Region,Date
0,4.0,Good Stuff,Fun work environment and always moving,The breaks are short and my feet hurt.,Warehouse Worker,Current Employe,,"Dec 14, 2022"
1,5.0,EASY,Easy to Learn Not hectic Only work 4 days a week,No AC or Heating Long shifts for full time,Returns Processor,Former Employee,"Hebron, KY","Dec 9, 2022"
2,4.0,Human Resources Partner,Great developmental opportunities available in this leadership role.,The work life balance is almost non existent in this role.,Human Resources Partner,Current Employee,"Atlanta, GA","Dec 9, 2022"
3,5.0,Amazon,"Fast paced work, wonderful training on site, helpful team, flexible schedule, and benefits",Standing in one place for a while,Warehouse Associate,Former Employe,,"Dec 3, 2022"
4,3.0,Good to work but don't get much benifits,Get to work on AWS and best technologies.,No benefits other than bonus/stocks.,Software Engineer,Former Employee,"Irvine, CA","Jan 24, 2023"
5,5.0,Great place to work,Flexible hours and great work/life balance,High competition. Can be stressful sometimes,Software Development Engineer (SDE) II,Current Employee,"Seattle, WA","Dec 13, 2022"
6,5.0,Good Start - Your team will have a huge impact on your experience,Compensation WFH flexibility Able to select between multiple cities to relocate Relocation package Smart coworkers It's Amazon,Your experience will really depend on your manager and teammates Lots of new tools/systems to learn Not a place to be complacent or want to do the same work every day,Real Estate Transaction Manager,Current Employee,"Seattle, WA","Oct 4, 2022"
7,4.0,Quick overview,"No micromanagement
Opportunity to travel
Paid travel, food,transportation no per diem
Oppurtunity to learn project management skills
Predominantly independent work and collaborate with team when needed
Do not need a heavy technical background (helpful)
Do not need a degree (helpful)
Simple work flow with SOP's for all work to be done
This role is no longer under the Amazon brand but is now under AWS","A lot of information thrown to you at once
Things change daily and quickly and not always with much notice from processes, SOP's, team set up, travel dates etc.
Some people do not like helping in terms of navigating and understanding all the new information
Still a relatively new team so management and processes are changing
Negotiate your salary if you are transferring from a different area of Amazon",Tech Deployment Engineer-Support Engineer,Current Employee,,"Aug 9, 2022"
8,3.0,Step van Driver,No skills needed No over the shoulder pressure from supervisors/management Outside environment Meet new people,Weather Long shifts No career opportunities,Delivery Driver,Current Employee,"Huntington Beach, CA","Jan 22, 2023"
9,3.0,Machine Learning,Well organized and well supported,"Manager can decide almost everything. If you are in a team with Indian leadership and you are not Indian, please be super helpful.",Data Scientist,Current Employe,,"Jan 18, 2023"
